date,company,email,persona,cv,subject,status
2026-08-07,Shawarmer,info@shawarmer.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Shawarmer,sent
2026-08-07,Almatar,careers@almatar.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Almatar,sent
2026-08-07,NICE ONE (Nice One Beauty Digital Marketing Co.),cs@niceonesa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in NICE ONE (Nice One Beauty Digital Marketing Co.),sent
2026-08-07,Tamimi Markets,hr@tamimimarkets.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Tamimi Markets,sent
2026-08-07,eXtra (United Electronics Company),careers@extra.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in eXtra (United Electronics Company),sent
2026-08-07,Rayat Marketing,riyadh@rayatmarketing.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Rayat Marketing,sent
2026-08-07,Boopin,info@boopin.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Boopin,sent
2026-08-07,Create Media,fuz@createmedia.agency,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Create Media,sent
2026-08-07,Taglime,hello@taglimeagency.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Taglime,sent
2026-08-07,Noon Academy,careers@noonacademy.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Noon Academy,sent
2026-08-07,Dallah Healthcare Company,careers@dallahhealth.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Dallah Healthcare Company,sent
2026-08-07,International Schools Group (ISG),recruitment@isg.edu.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in International Schools Group (ISG),sent
2026-08-07,Dallah Advertising,info@dallahadvertising.net,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Dallah Advertising,sent
2026-08-08,Y.K. Almoayyed & Sons,jobs@almoayyed.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Y.K. Almoayyed & Sons,sent
2026-08-08,The Gulf Hotel Bahrain,info@gulfhotelbahrain.com,hiring_manager,CV-03-Hospitality-Gulf.pdf,Senior Digital Marketing Manager — interest in The Gulf Hotel Bahrain,sent
2026-08-08,Tarabut,info@tarabut.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Tarabut,sent
2026-08-08,Jawad Business Group,jawad@jawad.com,hiring_manager,CV-03-Hospitality-Gulf.pdf,Senior Digital Marketing Manager — interest in Jawad Business Group,sent
2026-08-08,Boutiqaat,careers@boutiqaat.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Boutiqaat,sent
2026-08-08,Alghanim Industries,careers@alghanim.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Alghanim Industries,sent
2026-08-08,Mezzan Holding,info@mezzan.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Mezzan Holding,sent
2026-08-08,OTE Group,careers@otegroup.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in OTE Group,sent
2026-08-08,Sipchem,talentacquisition@sipchem.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Sipchem,sent
2026-08-08,Saudi Arabian Amiantit Company,info@amiantit.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saudi Arabian Amiantit Company,sent
2026-08-08,Khusheim Holding,careers@khusheim.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Khusheim Holding,sent
2026-08-08,Al Suwaidi Holding,sales@alsuwaidi.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Suwaidi Holding,sent
2026-08-08,Yanbu Cement Company,customercare@ycc.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Yanbu Cement Company,sent
2026-08-08,SENAAT,info@senaat.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in SENAAT,sent
2026-08-08,Saudi Global Ports,SGPC-ContactUs@globalpsa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saudi Global Ports,sent
2026-08-08,Prince Mohammad Bin Fahd University,pr-mar-adv-dep@pmu.edu.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Prince Mohammad Bin Fahd University,sent
2026-08-08,King Fahd University of Petroleum and Minerals,hrconnect@kfupm.edu.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in King Fahd University of Petroleum and Minerals,sent
2026-08-09,King Faisal University,info@kfu.edu.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in King Faisal University,sent
2026-08-09,Nada Dairy,nada@nadadairy.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Nada Dairy,sent
2026-08-09,United Group,contact@unitedgroup.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in United Group,sent
2026-08-09,Al Hugayet Group,info@alhugayet.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Hugayet Group,sent
2026-08-09,Alkifah Holding,info@alkifah.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Alkifah Holding,sent
2026-08-09,Saudi Readymix,info@saudireadymix.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saudi Readymix,sent
2026-08-09,Right Click,info@rightclick.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Right Click,sent
2026-08-09,Tihama Advertising and Public Relations,info@tihama.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Tihama Advertising and Public Relations,sent
2026-08-09,Leads,info@leads.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Leads,sent
2026-08-09,Room 11,info@room11.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Room 11,sent
2026-08-09,Seven Dimensions,contact@7di.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Seven Dimensions,sent
2026-08-09,Jusoor,careers@jusoor.com.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Jusoor,sent
2026-08-09,Kaden Investment,info@kaden-sa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Kaden Investment,sent
2026-08-09,Midad Real Estate,info@midad.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Midad Real Estate,sent
2026-08-09,Ajwaad Group,info@ajwaadgroup.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Ajwaad Group,sent
2026-08-09,Saudi Premier Group,info@saudipremiergroup.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Saudi Premier Group,sent
2026-08-09,Umrah Travel Agency,info@umrahtravel.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Umrah Travel Agency,sent
2026-08-10,Saudi Event Services,info@saudieventservices.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saudi Event Services,sent
2026-08-10,Next Productions,info@nextproductions.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Next Productions,sent
2026-08-10,Idea Factory Films,info@ideafactory-films.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Idea Factory Films,sent
2026-08-10,British International School Riyadh,baeadmissions@bisr.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in British International School Riyadh,sent
2026-08-10,AlMeswak Medical Group,info@almeswak.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in AlMeswak Medical Group,sent
2026-08-10,The Clinics,hello@the-clinics.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in The Clinics,sent
2026-08-10,Al Jawdah Clinics,info@aljawdahclinic.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Jawdah Clinics,sent
2026-08-10,TAM Dental,info@tamdental.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in TAM Dental,sent
2026-08-10,Al Alam Medical Complex,info@alalammedical.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Alam Medical Complex,sent
2026-08-10,Al Madinah Medical Center,info@madinahclinic.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Madinah Medical Center,sent
2026-08-10,Shifa Jeddah Polyclinic,contact@shifajeddahksa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Shifa Jeddah Polyclinic,sent
2026-08-10,Hosn Clinics,info@hosnclinics.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Hosn Clinics,sent
2026-08-10,Bateel International,talent.ksa@bateel.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Bateel International,sent
2026-08-10,HB Brands,info@hbbrands.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in HB Brands,sent
2026-08-10,Saudi Coffee Company,info@saudicoffee.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saudi Coffee Company,sent
2026-08-10,FBH Group,info@fbh.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in FBH Group,sent
2026-08-10,Overdose Coffee,hello@overdosecoffee.co,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Overdose Coffee,sent
2026-08-11,Raydan Food Company,info@raydan.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Raydan Food Company,sent
2026-08-11,Namariq Arabian Services,Recruitment.Unit@namariq.com.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Namariq Arabian Services,sent
2026-08-11,Saudi Marketing Company Farm Superstores,info@farm.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saudi Marketing Company Farm Superstores,sent
2026-08-11,SACO,crm@saco-ksa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in SACO,sent
2026-08-11,Al Raya Markets,info@alraya.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Raya Markets,sent
2026-08-11,Al-Dawaa Pharmacies,info@al-dawaa.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al-Dawaa Pharmacies,sent
2026-08-11,Almadina Pharmacy,info@almadina.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Almadina Pharmacy,sent
2026-08-11,Leejam Sports Company,info@leejam.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Leejam Sports Company,sent
2026-08-11,Armah Sports Company,info@armahsports.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Armah Sports Company,sent
2026-08-11,KUN Sports,info@kunsports.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in KUN Sports,sent
2026-08-11,NuYu Fitness,community@nuyu-ksa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in NuYu Fitness,sent
2026-08-13,Al Yamamah University,info@yu.edu.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Yamamah University,sent
2026-08-13,Dar Al Uloom University,info@dau.edu.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Dar Al Uloom University,sent
2026-08-13,Riyadh Elm University,info@riyadh.edu.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Riyadh Elm University,sent
2026-08-13,Kingdom Schools,jobs@kingdomschools.edu.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Kingdom Schools,sent
2026-08-13,Saud International School,enquiries@sis.edu.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saud International School,sent
2026-08-13,Prince Mohammed Bin Salman College,info@mbsc.edu.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Prince Mohammed Bin Salman College,sent
2026-08-13,Alhussam Tourism,sales@alhussamtourism.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Alhussam Tourism,sent
2026-08-13,Red Sea Mall,info@redseamall.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Red Sea Mall,sent
2026-08-13,Al Romansiah,info@alromansiah.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Romansiah,sent
2026-08-13,Abeer Medical Group,info@alabeermedicalgroup.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Abeer Medical Group,sent
2026-08-13,Fakeeh Care Group,gmo@fakeeh.care,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Fakeeh Care Group,sent
2026-08-13,Kharsa Clinics,info@kharsaclinics.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Kharsa Clinics,sent
2026-08-13,Horizon Dental Clinics,info@horizondent.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Horizon Dental Clinics,sent
2026-08-13,Dora Clinics,admin@doraclinic.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Dora Clinics,sent
2026-08-13,You Beauty Salons,info@you-sa.net,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in You Beauty Salons,sent
2026-08-13,Aster Pharmacy Saudi,info@asterpharmacy.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Aster Pharmacy Saudi,sent
2026-08-13,UFC Gym KSA,customerservice@ufcgymksa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in UFC Gym KSA,sent
2026-08-14,Golds Gym Jeddah Probody,info@probody.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Golds Gym Jeddah Probody,sent
2026-08-14,Pawfect Veterinary Clinic,info@pawfectclinic.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Pawfect Veterinary Clinic,sent
2026-08-14,Karaman Veterinary Clinic,info@karamanvet.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Karaman Veterinary Clinic,sent
2026-08-14,North Paws Veterinary Clinic,info@northpaws-sa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in North Paws Veterinary Clinic,sent
2026-08-14,Genevet,info@genevet.co,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Genevet,sent
2026-08-14,Najran Cement Company,info@najrancement.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Najran Cement Company,sent
2026-08-14,Hayat National Hospitals,info@hayathospitals.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Hayat National Hospitals,sent
2026-08-14,Jazan Integrated Gasification and Power Company,info@jigpc.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Jazan Integrated Gasification and Power Company,sent
2026-08-14,Tabuk Cement Company,jobs@tcc-sa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Tabuk Cement Company,sent
2026-08-14,Prince Fahd bin Sultan Hospital,info@pfbsh.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Prince Fahd bin Sultan Hospital,sent
2026-08-14,Al-Ahli General Medical Complex,info@alahlimed.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al-Ahli General Medical Complex,sent
2026-08-14,Tabuk Agricultural Development Company,online@tadco-agri.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Tabuk Agricultural Development Company,sent
2026-08-14,Qassim Cement Company,qcc@qcc.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Qassim Cement Company,sent
2026-08-14,Jazan Development and Investment Company,info@jazadco.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Jazan Development and Investment Company,sent
2026-08-14,Al Radi Rose,info@alradi-rose.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Radi Rose,sent
2026-08-14,Iridium Hotel,info@iridium-hotel.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Iridium Hotel,sent
2026-08-15,Sulaiman Alrajhi University,recruitment@sr.edu.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Sulaiman Alrajhi University,sent
2026-08-15,Ramz Al-Qassim Real Estate,contact@ramzalqasim.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Ramz Al-Qassim Real Estate,sent
2026-08-15,Al Ahsa Valley Investment Company,info@avic.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Ahsa Valley Investment Company,sent
2026-08-15,Al Ahsa Grand Hotel,info@alahsagrandhotel.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Al Ahsa Grand Hotel,sent
2026-08-15,Riyadh Cables Group,marketing@riyadh-cables.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Riyadh Cables Group,sent
2026-08-15,Saudi Steel Pipe Company,info@sspipe.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saudi Steel Pipe Company,sent
2026-08-15,Rowad National Plastic,marketing@rowadplastic.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Rowad National Plastic,sent
2026-08-15,Hala Supply Chain Services,info@halagroup.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Hala Supply Chain Services,sent
2026-08-15,BAFCO International Shipping and Logistics,inquiry@bafcointl.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in BAFCO International Shipping and Logistics,sent
2026-08-15,AutoWorld,clientservice@autoworld.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in AutoWorld,sent
2026-08-15,E.A. Juffali and Brothers,juffali@eajb.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in E.A. Juffali and Brothers,sent
2026-08-15,Neoleap,info@neoleap.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Neoleap,sent
2026-08-15,Buruj Cooperative Insurance,info@buruj.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Buruj Cooperative Insurance,sent
2026-08-15,Goody by Basamh,goodyconnect@goody.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Goody by Basamh,sent
2026-08-15,Basamh Trading Company,info@basamh.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Basamh Trading Company,sent
2026-08-15,Al Khodari and Sons Company,info@alkhodari.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Khodari and Sons Company,sent
2026-08-16,Mabanee,info@mabanee.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Mabanee,sent
2026-08-16,Ali Abdulwahab Al Mutawa Commercial Co,info@aaw.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Ali Abdulwahab Al Mutawa Commercial Co,sent
2026-08-16,Salhia Real Estate Company,info@salhia.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Salhia Real Estate Company,sent
2026-08-16,Kuwait Hospital,info@kuwaithospital.com.kw,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Kuwait Hospital,sent
2026-08-16,Barwa Real Estate Group,recruitment@barwa.com.qa,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Barwa Real Estate Group,sent
2026-08-16,Doha Bank,careers@dohabank.com.qa,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Doha Bank,sent
2026-08-16,Baladna,info@baladna.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Baladna,sent
2026-08-16,Al Emadi Hospital,hr.recruitment@alemadiholding.com.qa,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Al Emadi Hospital,sent
2026-08-16,Kuwait Danish Dairy Company,hr@kddc.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Kuwait Danish Dairy Company,sent
2026-08-16,Al Sayer Group,recruitment@alsayergroup.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Al Sayer Group,sent
2026-08-16,New Mowasat Hospital,recruitment@newmowasat.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in New Mowasat Hospital,sent
2026-08-16,United Real Estate Company,info@urc.com.kw,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in United Real Estate Company,sent
2026-08-16,International Hospital Kuwait,careers@internationalhospital-kw.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in International Hospital Kuwait,sent
2026-08-16,Seef Properties,info@seef.com.bh,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Seef Properties,sent
2026-08-16,Al Salam Bank,connect@alsalambank.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Al Salam Bank,sent
2026-08-16,Al Kindi Hospital,careers@alkindihospital.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Al Kindi Hospital,sent
2026-08-16,The Domain Hotel and Spa,connect@thedomainhotels.com,hiring_manager,CV-03-Hospitality-Gulf.pdf,Senior Digital Marketing Manager — interest in The Domain Hotel and Spa,sent
2026-08-17,Ramli Mall,info@ramlimall.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Ramli Mall,sent
2026-08-17,Ramee Group of Hotels,recruitments@rameehotels.com,hr_director,CV-03-Hospitality-Gulf.pdf,Senior Digital Marketing Manager — interest in Ramee Group of Hotels,sent
2026-08-17,The First Group Hospitality,Info@tfghospitality.com,hiring_manager,CV-03-Hospitality-Gulf.pdf,Senior Digital Marketing Manager — interest in The First Group Hospitality,sent
2026-08-17,Al Khoory Hotels,info@alkhooryhotels.com,hiring_manager,CV-03-Hospitality-Gulf.pdf,Senior Digital Marketing Manager — interest in Al Khoory Hotels,sent
2026-08-17,Lals Group,Info@lalsgroup.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Lals Group,sent
2026-08-17,Sharaf Group,info@sharaf.ae,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Sharaf Group,sent
2026-08-17,MERED,career@mered.ae,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in MERED,sent
2026-08-17,Emirates Hospitals Group,recruitment@emirateshospital.ae,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Emirates Hospitals Group,sent
2026-08-17,Emirates European Hospital,hr@eehospital.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Emirates European Hospital,sent
2026-08-17,Amity School Dubai,careers@amitydubai.ae,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Amity School Dubai,sent
2026-08-17,Petra,hr@petracosmetics.co.uk,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Petra,sent
2026-08-17,Belad Bont Resort,info@beladbont.com,hiring_manager,CV-03-Hospitality-Gulf.pdf,Senior Digital Marketing Manager — interest in Belad Bont Resort,sent
2026-08-17,Oman Reinsurance Company,recruitment@omanre.com.om,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Oman Reinsurance Company,sent
2026-08-17,Muscat Multimedia,info@muscatmultimedia.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Muscat Multimedia,sent
2026-08-17,Burjeel Medical Centre Oman,careers.bmc@bmcoman.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Burjeel Medical Centre Oman,sent
2026-08-17,American Mission Hospital,hr@amh.org.bh,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in American Mission Hospital,sent
